Accession.trimmed,Gene.Symbol
A0A1W2PP56,A0A1W2PP56
A0A1W2PQW7,A0A1W2PQW7
A0A1X6WJD8,A0A1X6WJD8
A0A1Y6MTK5,A0A1Y6MTK5
A0A2I7FSU5,A0A2I7FSU5
A0A2K4XGN3,A0A2K4XGN3
A0A2K4XGQ5,A0A2K4XGQ5
A0A2K4XGU2,A0A2K4XGU2
G5D8N1,G5D8N1
H0Y4S9,H0Y4S9
H0YAU5,H0YAU5
H0YH70,H0YH70
H2BEA0,H2BEA0
A0A059RRV4,A0A059RRV4
A0A059RTZ6,A0A059RTZ6
A0A0A0MSL7,A0A0A0MSL7
B4DDV8,B4DDV8
E9KXY0,E9KXY0
F1B745,F1B745
F4NBU6,F4NBU6
F4YU22,F4YU22
F4YZX8,F4YZX8
F4ZCG4,F4ZCG4
F5GXZ6,F5GXZ6
F5H268,F5H268
F5H3E9,F5H3E9
F5H3T4,F5H3T4
F5H8L7,F5H8L7
U3KQR4,U3KQR4
C7SRP8,C7SRP8
C9JGJ9,C9JGJ9
G9DBG6,G9DBG6
G9HW17,G9HW17
A8K1M0,A8K1M0
A8K832,A8K832
A8KAL1,A8KAL1
E3SWQ0,E3SWQ0
H0Y955,H0Y955
H0YDZ1,H0YDZ1
H0YLT6,H0YLT6
H0YM34,H0YM34
H0YMH1,H0YMH1
I3L4T0,I3L4T0
I3L520,I3L520
I4EPH0,I4EPH0
I6NVM5,I6NVM5
Q59EJ8,Q59EJ8
Q5JX55,Q5JX55
Q5ZGL9,Q5ZGL9
Q6IPG6,Q6IPG6
Q8N9V0,Q8N9V0
R4GNB3,R4GNB3
E3SGB8,E3SGB8
E3T0W6,E3T0W6
H0Y738,H0Y738
H0Y9E8,H0Y9E8
H0YEZ9,H0YEZ9
H0YL64,H0YL64
H0YNK5,H0YNK5
I3L387,I3L387
I3L4V0,I3L4V0
I3UJJ7,I3UJJ7
I6NN98,I6NN98
I6ZW87,I6ZW87
O19531,O19531
Q5JW28,Q5JW28
Q5T852,Q5T852
Q8MHN7,Q8MHN7
Q8TD11,Q8TD11
Q9C048,Q9C048
R4GNH5,R4GNH5
W8T7N2,W8T7N2
A0A087WTF2,A0A087WTF2
A0A087WVX5,A0A087WVX5
A0A087WX14,A0A087WX14
A0A087WZR3,A0A087WZR3
A0A087X1V5,A0A087X1V5
A0A097Q4N1,A0A097Q4N1
A0A2G9,A0A2G9
A2N0T3,A2N0T3
A5I890,A5I890
D7GNM8,D7GNM8
D7NNZ2,D7NNZ2
D7NPN8,D7NPN8
H9PHX1,H9PHX1
H9R9T3,H9R9T3
Q14908,Q14908
Q92468,Q92468
Q9H891,Q9H891
Q9UM81,Q9UM81
W0G8J4,W0G8J4
A0A097QFS7,A0A097QFS7
A4GWZ1,A4GWZ1
B1B1G1,B1B1G1
B4E324,B4E324
D1FXG9,D1FXG9
D1G0T0,D1G0T0
G3D6K8,G3D6K8
G3DR67,G3DR67
Q12811,Q12811
Q5JYG4,Q5JYG4
Q6EVJ2,Q6EVJ2
Q6KCC4,Q6KCC4
Q6LBM3,Q6LBM3
Q6ZS99,Q6ZS99
Q8NGA3,Q8NGA3
A0A0C4DG60,A0A0C4DG60
B2CZD8,B2CZD8
B4DKM4,B4DKM4
B4DRC6,B4DRC6
B5A222,B5A222
Q96PL7,Q96PL7
A0A096LNR0,A0A096LNR0
A4D2Q0,A4D2Q0
E7BYA5,E7BYA5
E7EU05,E7EU05
F2X664,F2X664
G9HRL7,G9HRL7
H7C2R3,H7C2R3
J3QLE7,J3QLE7
M9P980,M9P980
M9WUP7,M9WUP7
N0A2U9,N0A2U9
N0AA99,N0AA99
N0E6I8,N0E6I8
Q29973,Q29973
X5DNB4,X5DNB4
A0A1B0GTN9,A0A1B0GTN9
A0A1B0GTZ7,A0A1B0GTZ7
A0N4V5,A0N4V5
A0RZF9,A0RZF9
A0SBW6,A0SBW6
A5XEI5,A5XEI5
D6MKX7,D6MKX7
E7ECB0,E7ECB0
H7C005,H7C005
M9P9D5,M9P9D5
O95737,O95737
Q06653,Q06653
Q9UGI5,Q9UGI5
B3KT29,B3KT29
B4E0C1,B4E0C1
B4E109,B4E109
B4E368,B4E368
D5G1Q4,D5G1Q4
H6UV85,H6UV85
H7C1U2,H7C1U2
H7C3X0,H7C3X0
Q6PKT6,Q6PKT6
U5YBZ9,U5YBZ9
U5YEI2,U5YEI2
B4DH22,B4DH22
B4DH31,B4DH31
B4DN29,B4DN29
B4DNG2,B4DNG2
B4DTP6,B4DTP6
C9JJN0,C9JJN0
C9K0E5,C9K0E5
D5FHP4,D5FHP4
D5FI26,D5FI26
D5FWB5,D5FWB5
D5FZL1,D5FZL1
D5FZV8,D5FZV8
H9C5G1,H9C5G1
H9C5G9,H9C5G9
L0BW48,L0BW48
Q59G85,Q59G85
Q6DCA5,Q6DCA5
U3M9R0,U3M9R0
A0A090N8Z2,A0A090N8Z2
A0A0A0MR56,A0A0A0MR56
B8X5Y9,B8X5Y9
C8XTJ5,C8XTJ5
C9IZP1,C9IZP1
C9J4U1,C9J4U1
C9J6F6,C9J6F6
C9J9W9,C9J9W9
C9JBH1,C9JBH1
C9JDS5,C9JDS5
C9JIF9,C9JIF9
C9JLK0,C9JLK0
C9JNB9,C9JNB9
C9JNM0,C9JNM0
C9JPI6,C9JPI6
C9JPK6,C9JPK6
C9JVM4,C9JVM4
C9JX69,C9JX69
C9JX80,C9JX80
E5RHJ7,E5RHJ7
E9PJZ1,E9PJZ1
G1EML6,G1EML6
G1ENR6,G1ENR6
K4N0X3,K4N0X3
U3Q5G3,U3Q5G3
A0A024DAE5,A0A024DAE5
A0A024R3Q7,A0A024R3Q7
A0A0A7C8E0,A0A0A7C8E0
B8ZZ40,B8ZZ40
E9K9C5,E9K9C5
E9PDZ0,E9PDZ0
E9PFB4,E9PFB4
E9PFF5,E9PFF5
E9PID7,E9PID7
E9PJ75,E9PJ75
E9PLR3,E9PLR3
E9PNM7,E9PNM7
E9PNP9,E9PNP9
E9PPX6,E9PPX6
F2Z2N1,F2Z2N1
G1EMK7,G1EMK7
G1EN27,G1EN27
G1EPK2,G1EPK2
G3V500,G3V500
G4VZQ0,G4VZQ0
H3BM79,H3BM79
H7C3P7,H7C3P7
J3KR12,J3KR12
J3KS52,J3KS52
J3KSI8,J3KSI8
Q13058,Q13058
Q5CZ68,Q5CZ68
Q7Z4F4,Q7Z4F4
Q7Z4P0,Q7Z4P0
Q7Z4X6,Q7Z4X6
Q86YH1,Q86YH1
V9GZG8,V9GZG8
X6RGF2,X6RGF2
A0A0C5K610,A0A0C5K610
A0A109RSQ3,A0A109RSQ3
J3KNX4,J3KNX4
K7EKL0,K7EKL0
K7EP46,K7EP46
K7EP88,K7EP88
K7ERP4,K7ERP4
K7ERY6,K7ERY6
L0R552,L0R552
S6B2A1,S6B2A1
V9J236,V9J236
A0A0C4DG74,A0A0C4DG74
A0A0C4DGX4,A0A0C4DGX4
A0A0E3DC03,A0A0E3DC03
A0A0U1RQG8,A0A0U1RQG8
A0A0U1RQN2,A0A0U1RQN2
A0A0U1RQT2,A0A0U1RQT2
A0A0D9SG74,A0A0D9SG74
A0A0E3D705,A0A0E3D705
A0A0E3DC77,A0A0E3DC77
A0A0E3DCL5,A0A0E3DCL5
A0A0E3DCT0,A0A0E3DCT0
A0A0E3DJN0,A0A0E3DJN0
A0A0S2Z5J4,A0A0S2Z5J4
A0A141AZ60,A0A141AZ60
A0A142J2G6,A0A142J2G6
A0A1B2FJD2,A0A1B2FJD2
A0A1D8MAL6,A0A1D8MAL6
A0A2H4QWR7,A0A2H4QWR7
A0A2H4RK91,A0A2H4RK91
A0A2I4Q007,A0A2I4Q007
A0A2I8B3D9,A0A2I8B3D9
A0A2I2JL12,A0A2I2JL12
A0A2L0RIS6,A0A2L0RIS6
A0A0A7C513,A0A0A7C513
A0A0A7C5Q6,A0A0A7C5Q6
A0A0A7C6P1,A0A0A7C6P1
A0A0A7C8P4,A0A0A7C8P4
A2RRQ4,A2RRQ4
B0LUY9,B0LUY9
B0YJ32,B0YJ32
B1Q387,B1Q387
B7Z3Y3,B7Z3Y3
B7Z6S4,B7Z6S4
B7ZLM6,B7ZLM6
C5IZV5,C5IZV5
Q3ZCN2,Q3ZCN2
Q4JIW2,Q4JIW2
B0LL97,B0LL97
E0WMT7,E0WMT7
E0YTP2,E0YTP2
H0Y4X3,H0Y4X3
H0YBU5,H0YBU5
H0YC11,H0YC11
H0YHN3,H0YHN3
A0A059RMV2,A0A059RMV2
A0A059RNF7,A0A059RNF7
A0A191ZB55,A0A191ZB55
B2R5T2,B2R5T2
B2R7F8,B2R7F8
B2R7I1,B2R7I1
B2RE18,B2RE18
B4DLI0,B4DLI0
B4DLN4,B4DLN4
F4MHC7,F4MHC7
F4NBW8,F4NBW8
F4NC12,F4NC12
F4YZV7,F4YZV7
F5GXL3,F5GXL3
F5H479,F5H479
C7FDQ6,C7FDQ6
E9LT13,E9LT13
E9M386,E9M386
F5GZS7,F5GZS7
F5H388,F5H388
F5H4E3,F5H4E3
G9FTK3,G9FTK3
G9I2L9,G9I2L9
G9I2P2,G9I2P2
U3KQS3,U3KQS3
A1JUI8,A1JUI8
A8CGI1,A8CGI1
A8K4K1,A8K4K1
A8K5E6,A8K5E6
A8K5H1,A8K5H1
A8KAN0,A8KAN0
E3SWK6,E3SWK6
E5RFK6,E5RFK6
F6IR44,F6IR44
H0Y7V6,H0Y7V6
H0YDW7,H0YDW7
H0YFY9,H0YFY9
H0YK00,H0YK00
H0YLW3,H0YLW3
I7EL85,I7EL85
Q53F93,Q53F93
Q5S956,Q5S956
Q658M9,Q658M9
E2GJJ0,E2GJJ0
F6IQL4,F6IQL4
F6IQR9,F6IQR9
F6KRN7,F6KRN7
F6KRP0,F6KRP0
F6R5I9,F6R5I9
H0Y3H6,H0Y3H6
H0YC19,H0YC19
H0YDU3,H0YDU3
H0YGC4,H0YGC4
H0YHT6,H0YHT6
H0YJQ0,H0YJQ0
H0YKP1,H0YKP1
H0YLP7,H0YLP7
H0YLX5,H0YLX5
H0YMP2,H0YMP2
H3BMS5,H3BMS5
I3L136,I3L136
I3L284,I3L284
I3L3R2,I3L3R2
I3L4H3,I3L4H3
I3L4K0,I3L4K0
Q15693,Q15693
Q5Y7H2,Q5Y7H2
Q7Z7K8,Q7Z7K8
Q9BCN9,Q9BCN9
Q9GIL1,Q9GIL1
Q9H6Z8,Q9H6Z8
S6CQA1,S6CQA1
X5DP48,X5DP48
A0A087WXG6,A0A087WXG6
A0A087X0F1,A0A087X0F1
A0A087X1T8,A0A087X1T8
A2N0T6,A2N0T6
A5I885,A5I885
C1KBJ5,C1KBJ5
C1PHA0,C1PHA0
D7GN81,D7GN81
D7NR07,D7NR07
H7CGH0,H7CGH0
H9T2B6,H9T2B6
Q16411,Q16411
Q16468,Q16468
Q53F78,Q53F78
Q8NF36,Q8NF36
Q8NI98,Q8NI98
Q8TE87,Q8TE87
A0A087WTJ4,A0A087WTJ4
A0A087WUR5,A0A087WUR5
A0A087WVU4,A0A087WVU4
A0A087WXC6,A0A087WXC6
A0A087WZS7,A0A087WZS7
A0A0U4JQJ0,A0A0U4JQJ0
E5G052,E5G052
E5G0X8,E5G0X8
E5RJP8,E5RJP8
E5RJS9,E5RJS9
E5RJY9,E5RJY9
E5RK19,E5RK19
I0BW36,I0BW36
W0NUB6,W0NUB6
A0A0R4PXT6,A0A0R4PXT6
A0A0S2Z5U9,A0A0S2Z5U9
A0A0S2Z5X0,A0A0S2Z5X0
A0A0K0KRP3,A0A0K0KRP3
A0A0J9YYD8,A0A0J9YYD8
A0A0K0KRT3,A0A0K0KRT3
A0A0K0KRZ1,A0A0K0KRZ1
A0A1L2BMN6,A0A1L2BMN6
A0A1L7H706,A0A1L7H706
A0A1J0QWW6,A0A1J0QWW6
A0A1L2BM72,A0A1L2BM72
A0A1L7NXA6,A0A1L7NXA6
A0A1X9I3P0,A0A1X9I3P0
A0A1X9I4S9,A0A1X9I4S9
A0A1X9I553,A0A1X9I553
A0A1U9X821,A0A1U9X821
A0A1U9X942,A0A1U9X942
A0A1X9I5X8,A0A1X9I5X8
A0A2P9ASY6,A0A2P9ASY6
A0A2P9ABF3,A0A2P9ABF3
A0A2P9AD43,A0A2P9AD43
A4QPA4,A4QPA4
C8CK04,C8CK04
D2DKK3,D2DKK3
D3VVL6,D3VVL6
Q0KH42,Q0KH42
Q53HF6,Q53HF6
Q5QTE2,Q5QTE2
Q6PJL8,Q6PJL8
Q71RA7,Q71RA7
U5YBZ5,U5YBZ5
A0A0A7C454,A0A0A7C454
A0A0A7C5D3,A0A0A7C5D3
A0A0A7C9N9,A0A0A7C9N9
C8CJA8,C8CJA8
D3U490,D3U490
H7C0K5,H7C0K5
K9LD73,K9LD73
Q6NUJ9,Q6NUJ9
Q99910,Q99910
Q9H6B5,Q9H6B5
A0A087WUI7,A0A087WUI7
A0A087WVT6,A0A087WVT6
A0A087WZY6,A0A087WZY6
F8VWT6,F8VWT6
F8VXW2,F8VXW2
Q38MU7,Q38MU7
Q6IFK7,Q6IFK7
Q6TGP7,Q6TGP7
Q6ZP32,Q6ZP32
Q70V31,Q70V31
Q8N247,Q8N247
Q8TAJ9,Q8TAJ9
Q9MY39,Q9MY39
Q9P174,Q9P174
K7P5Q4,K7P5Q4
W0UTC4,W0UTC4
A1YZK3,A1YZK3
B7Z1P3,B7Z1P3
B7Z2I9,B7Z2I9
B7Z316,B7Z316
B7Z880,B7Z880
B7Z8F9,B7Z8F9
E5RHD1,E5RHD1
G0KXI8,G0KXI8
J7F692,J7F692
M0R132,M0R132
M0R310,M0R310
R9Y0J8,R9Y0J8
A0A068B116,A0A068B116
A0A068LKQ2,A0A068LKQ2
D2DKV3,D2DKV3
D3U3S2,D3U3S2
D3U417,D3U417
H3BRD4,H3BRD4
H3BSZ8,H3BSZ8
L8E939,L8E939
L8EAF9,L8EAF9
M0QX21,M0QX21
M0QXG6,M0QXG6
M0QYC9,M0QYC9
M0QZ65,M0QZ65
M0R177,M0R177
Q07414,Q07414
Q9BWJ1,Q9BWJ1
R9Y450,R9Y450
S0F3J7,S0F3J7
A0A0H5CBI3,A0A0H5CBI3
A0A120N5Z5,A0A120N5Z5
B0QYS6,B0QYS6
H3BN60,H3BN60
J3KNI6,J3KNI6
Q19UL1,Q19UL1
Q53HE0,Q53HE0
Q75N14,Q75N14
Q8MHQ0,Q8MHQ0
R4QU23,R4QU23
T1Q6H3,T1Q6H3
T1WG55,T1WG55
U5YEY6,U5YEY6
A0A059RNM9,A0A059RNM9
A1DZT3,A1DZT3
A0A0Y0GJV2,A0A0Y0GJV2
A0A158RFU4,A0A158RFU4
A0A1B0GWI5,A0A1B0GWI5
A0A1B0W143,A0A1B0W143
A0A1B2JLU5,A0A1B2JLU5
A0A1S5QRL0,A0A1S5QRL0
A0A1W6EKH3,A0A1W6EKH3
A0A1Y8EI88,A0A1Y8EI88
A0A1W1TBM0,A0A1W1TBM0
A0A1W2PQN1,A0A1W2PQN1
A0A1W2PSE4,A0A1W2PSE4
A0A218KGP0,A0A218KGP0
A0A2D1C3L0,A0A2D1C3L0
A0A2P9AU25,A0A2P9AU25
A0A2P9AD18,A0A2P9AD18
A0A2P9AFF2,A0A2P9AFF2
A0A2P9AL52,A0A2P9AL52
A0A2P9ALK7,A0A2P9ALK7
A0A2P9AM75,A0A2P9AM75
A0A2P9ANT4,A0A2P9ANT4
A0A2P9AQE7,A0A2P9AQE7
A0A2P9ATE7,A0A2P9ATE7
A0A2P9AUC3,A0A2P9AUC3
A0A2P9AW52,A0A2P9AW52
B4DKX6,B4DKX6
B4DXH7,B4DXH7
C0KJY8,C0KJY8
C9WER9,C9WER9
J3KRG3,J3KRG3
Q4GBL7,Q4GBL7
Q8SNB0,Q8SNB0
Q9HAS7,Q9HAS7
Q9NW56,Q9NW56
A0A060VCV6,A0A060VCV6
A0A060VCW9,A0A060VCW9
L8E7B5,L8E7B5
L8E954,L8E954
M4YNH5,M4YNH5
S4R3U5,S4R3U5
E4W3V8,E4W3V8
E5DCN1,E5DCN1
J3KQW2,J3KQW2
K7EL02,K7EL02
K7ENM0,K7ENM0
K7ER81,K7ER81
K7ES69,K7ES69
O19517,O19517
Q5HCH8,Q5HCH8
Q5JB53,Q5JB53
A0A0B7MB46,A0A0B7MB46
K7EM42,K7EM42
K7EPH8,K7EPH8
K7ESH3,K7ESH3
V5LEU0,V5LEU0
A0A0C4DGB7,A0A0C4DGB7
A0A0U1RQK4,A0A0U1RQK4
A0A0U1RRD2,A0A0U1RRD2
A0A0D9SEM5,A0A0D9SEM5
A0A0E3DC88,A0A0E3DC88
A0A0E3DDV3,A0A0E3DDV3
A0A0U1RR39,A0A0U1RR39
A0A140VK82,A0A140VK82
A0A141AZC2,A0A141AZC2
A0A142J2H1,A0A142J2H1
A0A0F6RAD6,A0A0F6RAD6
A0A1C3PH98,A0A1C3PH98
A0A1C8DSD0,A0A1C8DSD0
A0A1C8DSY4,A0A1C8DSY4
A0A1C9UK53,A0A1C9UK53
A0A1D5RMR8,A0A1D5RMR8
A0A0X7YL39,A0A0X7YL39
A0A1B3TPB5,A0A1B3TPB5
B3KSA6,B3KSA6
B3KW43,B3KW43
B3KM68,B3KM68
B3KM94,B3KM94
B3KQM1,B3KQM1
B3KRZ8,B3KRZ8
B3KV69,B3KV69
B3KXK3,B3KXK3
B4DEW3,B4DEW3
B4DFF1,B4DFF1
B4DFK9,B4DFK9
B4DKF1,B4DKF1
B4DKL5,B4DKL5
B4DRY7,B4DRY7
B4DXS1,B4DXS1
B4DZC2,B4DZC2
B4E008,B4E008
Q59GN8,Q59GN8
Q8WV79,Q8WV79
Q9H6P2,Q9H6P2
V5NVN9,V5NVN9
C6K4L4,C6K4L4
D3G9I3,D3G9I3
D3G9K2,D3G9K2
F8R8J3,F8R8J3
F8W6E2,F8W6E2
Q583U9,Q583U9
S4SQT8,S4SQT8
S4T6T7,S4T6T7
V5NQE5,V5NQE5
V5NRF3,V5NRF3
W6MX28,W6MX28
D6R918,D6R918
D6RAB6,D6RAB6
D6RBP4,D6RBP4
D6RHE2,D6RHE2
F8W9W7,F8W9W7
F8WB42,F8WB42
F8WCF5,F8WCF5
Q67BB2,Q67BB2
Q6ZSL6,Q6ZSL6
A0A097QA23,A0A097QA23
B1ALD2,B1ALD2
B2R9E2,B2R9E2
F8R8K5,F8R8K5
F8RHJ7,F8RHJ7
K0P0J3,K0P0J3
W8GN28,W8GN28
A0A096LNK8,A0A096LNK8
A0A0H4PIN7,A0A0H4PIN7
A1Z1N9,A1Z1N9
B2R7K1,B2R7K1
B2ZRW3,B2ZRW3
B4DUC6,B4DUC6
B4DWC6,B4DWC6
B4DYE9,B4DYE9
F6KS08,F6KS08
G3D6B8,G3D6B8
K7X4C9,K7X4C9
M9P999,M9P999
Q5SY00,Q5SY00
Q5T3E1,Q5T3E1
Q5W006,Q5W006
Q92755,Q92755
Q9UNM9,Q9UNM9
A0A096LNS2,A0A096LNS2
A0A1B0GX50,A0A1B0GX50
E7EPI9,E7EPI9
E7EVN3,E7EVN3
J3QKY5,J3QKY5
J3QLG8,J3QLG8
J3QQM0,J3QQM0
J3QRE2,J3QRE2
J3QSF9,J3QSF9
W6SNC0,W6SNC0
A0A096P6K8,A0A096P6K8
A0A1B0GTA6,A0A1B0GTA6
A0A1B0GV78,A0A1B0GV78
A0A1B0GX53,A0A1B0GX53
A4D209,A4D209
C9DZM4,C9DZM4
E7BYD1,E7BYD1
H7C3F3,H7C3F3
Q0VG94,Q0VG94
Q16490,Q16490
Q86YM8,Q86YM8
Q86YX6,Q86YX6
Q93095,Q93095
A0A0G2JN35,A0A0G2JN35
A0A0G2R1S2,A0A0G2R1S2
A0A0G2R211,A0A0G2R211
D6C520,D6C520
F2VP59,F2VP59
F2X634,F2X634
F2YMM1,F2YMM1
M9P9I6,M9P9I6
A0A1L2BMD4,A0A1L2BMD4
A0A0K0KRK0,A0A0K0KRK0
A0A0N7A4X8,A0A0N7A4X8
A0A0S2RRN6,A0A0S2RRN6
A0A0S4T1T7,A0A0S4T1T7
A0A0M3R835,A0A0M3R835
A0A0S4T289,A0A0S4T289
A0A0S4T2G2,A0A0S4T2G2
A0A0N7A499,A0A0N7A499
A0A0U5QLN1,A0A0U5QLN1
A0A1J0QBB5,A0A1J0QBB5
A0A1L1ZBZ4,A0A1L1ZBZ4
A0A1U9X8W8,A0A1U9X8W8
A0A1U9X918,A0A1U9X918
A0A1U9X972,A0A1U9X972
A0A1S5QRG9,A0A1S5QRG9
A0A1S5SIK9,A0A1S5SIK9
A0A1S5SIJ0,A0A1S5SIJ0
A0A1S6NYQ0,A0A1S6NYQ0
A0A286MC81,A0A286MC81
A0A286MCA2,A0A286MCA2
A0A288Q9L1,A0A288Q9L1
A0A291HVI5,A0A291HVI5
A0A2I4Q002,A0A2I4Q002
A0A2I6PN81,A0A2I6PN81
H6V074,H6V074
H7BZX4,H7BZX4
H7C3M2,H7C3M2
H7C551,H7C551
H7C5W6,H7C5W6
A0A191URJ8,A0A191URJ8
B3VTQ1,B3VTQ1
B4DG08,B4DG08
B4DHQ4,B4DHQ4
B4DIJ7,B4DIJ7
B4DTY0,B4DTY0
B4DU65,B4DU65
B4DUQ6,B4DUQ6
B4DVT0,B4DVT0
B4DVW9,B4DVW9
B4DWI6,B4DWI6
B4E2N1,B4E2N1
B4E367,B4E367
D5G253,D5G253
H9M499,H9M499
Q9GIM9,Q9GIM9
C9E1I7,C9E1I7
C9IYE7,C9IYE7
C9J1Q8,C9J1Q8
C9J3G2,C9J3G2
C9JA11,C9JA11
C9JP21,C9JP21
C9JQ07,C9JQ07
C9JSK0,C9JSK0
C9JTD3,C9JTD3
C9JUQ1,C9JUQ1
D5FZU0,D5FZU0
D5KN64,D5KN64
K4RNY0,K4RNY0
A0A023VWE2,A0A023VWE2
A0A0A0MRB1,A0A0A0MRB1
B7Z1V7,B7Z1V7
B7Z6H8,B7Z6H8
E9PI38,E9PI38
E9PIU5,E9PIU5
E9PJ27,E9PJ27
E9PNL0,E9PNL0
E9PQ12,E9PQ12
E9PQG2,E9PQG2
G0WVD2,G0WVD2
G1C121,G1C121
G1EMV3,G1EMV3
G1EMY9,G1EMY9
G1ENH8,G1ENH8
G1ENK9,G1ENK9
G1EQ09,G1EQ09
G3V1B7,G3V1B7
G3V2A6,G3V2A6
G3V4R2,G3V4R2
G3V4R9,G3V4R9
G3V595,G3V595
G3V5V2,G3V5V2
Q7Z3K9,Q7Z3K9
Q7Z738,Q7Z738
Q8N5M8,Q8N5M8
A0A088FT89,A0A088FT89
A0A0A7C8C0,A0A0A7C8C0
H0YCQ3,H0YCQ3
H2A9R0,H2A9R0
Q3ZCW4,Q3ZCW4
Q9NW72,Q9NW72
Q9UQK8,Q9UQK8
E0WBS0,E0WBS0
H0Y4J1,H0Y4J1
H0Y5B4,H0Y5B4
H0YBJ1,H0YBJ1
H0YCC4,H0YCC4
Q6PIT8,Q6PIT8
A0A0A0MSE7,A0A0A0MSE7
A0A0A1I7H5,A0A0A1I7H5
B2RE49,B2RE49
F5GZK1,F5GZK1
F5H252,F5H252
F5H4M4,F5H4M4
A0A0A0MRG0,A0A0A0MRG0
B2RDY0,B2RDY0
B4DF54,B4DF54
B4DF61,B4DF61
C7EY82,C7EY82
F1AQK7,F1AQK7
F4MHD7,F4MHD7
F5GXW3,F5GXW3
F5H0L9,F5H0L9
F5H2T6,F5H2T6
F5H3U7,F5H3U7
F5H488,F5H488
F5H6B6,F5H6B6
G9I2K7,G9I2K7
U3KQL6,U3KQL6
A0A0X9USN3,A0A0X9USN3
A0A140T953,A0A140T953
A0A0X7YNM3,A0A0X7YNM3
A0A140H961,A0A140H961
A0A1S6MDW5,A0A1S6MDW5
A0A1W2PR61,A0A1W2PR61
A0A1W2PRR5,A0A1W2PRR5
A0A1W2PS08,A0A1W2PS08
A0A223LNB8,A0A223LNB8
A0A288QCV6,A0A288QCV6
A0A286YFA2,A0A286YFA2
A0A2I2MP58,A0A2I2MP58
A0A2I4Q0A5,A0A2I4Q0A5
A0A2L1DGG3,A0A2L1DGG3
A0A2L1DGI9,A0A2L1DGI9
A0A023I8C1,A0A023I8C1
A8MXB6,A8MXB6
H0YDC0,H0YDC0
H0YJL1,H0YJL1
I3VZ16,I3VZ16
I7D499,I7D499
Q8SP59,Q8SP59
A7MCZ7,A7MCZ7
A7UM83,A7UM83
A8MX94,A8MX94
B1AH96,B1AH96
E3T206,E3T206
F6IQJ9,F6IQJ9
F6IQY6,F6IQY6
F6KRL3,F6KRL3
F6KS00,F6KS00
F6TT59,F6TT59
H0Y329,H0Y329
H0YGP9,H0YGP9
H0YJW5,H0YJW5
H0YJY0,H0YJY0
H0YLR8,H0YLR8
I3L112,I3L112
I3L2A8,I3L2A8
I3L2B5,I3L2B5
I3L4K6,I3L4K6
I3PYG0,I3PYG0
I7FV85,I7FV85
Q53EW3,Q53EW3
Q53G47,Q53G47
Q53RT2,Q53RT2
Q53SW4,Q53SW4
Q7Z565,Q7Z565
A0A077QPI2,A0A077QPI2
A0PCH6,A0PCH6
E2GJJ2,E2GJJ2
E5RIG8,E5RIG8
H0Y300,H0Y300
H0Y8H6,H0Y8H6
H0YA33,H0YA33
H0YCM0,H0YCM0
H0YE60,H0YE60
H0YHL1,H0YHL1
H0YI43,H0YI43
H0YJS5,H0YJS5
H0YJX2,H0YJX2
H0YND4,H0YND4
H3BSK3,H3BSK3
Q3MI97,Q3MI97
Q5JYR3,Q5JYR3
Q6YBQ9,Q6YBQ9
Q6ZPC8,Q6ZPC8
A0A087WVN0,A0A087WVN0
D6RG09,D6RG09
G3XKV3,G3XKV3
H9NRZ5,H9NRZ5
H9QPE1,H9QPE1
H9SHR2,H9SHR2
H9SR57,H9SR57
M1FXT2,M1FXT2
M1VPF7,M1VPF7
Q9NPN4,Q9NPN4
Q9TNZ9,Q9TNZ9
V9GYC6,V9GYC6
V9H089,V9H089
A0A087WWG0,A0A087WWG0
A0A087WY24,A0A087WY24
A0A097Q9Q4,A0A097Q9Q4
A6NJ38,A6NJ38
D3U4D7,D3U4D7
E5RJZ3,E5RJZ3
O19752,O19752
Q6P084,Q6P084
Q7Z3X4,Q7Z3X4
A0A0A7C9I8,A0A0A7C9I8
A4QN19,A4QN19
H7C1B5,H7C1B5
H7C3B0,H7C3B0
L7PH27,L7PH27
M9P8L4,M9P8L4
Q6H8L7,Q6H8L7
Q6NSE6,Q6NSE6
Q86W16,Q86W16
Q96AM0,Q96AM0
A0A076MKN9,A0A076MKN9
A0A0A7C846,A0A0A7C846
A0A0A7C917,A0A0A7C917
A0A0A7CAZ9,A0A0A7CAZ9
H7BYS2,H7BYS2
H7C0G0,H7C0G0
H7C3G9,H7C3G9
J3KSY6,J3KSY6
O19683,O19683
Q0IIN4,Q0IIN4
S5DN66,S5DN66
A0A059QI76,A0A059QI76
A0A075B731,A0A075B731
F8VSD4,F8VSD4
I6L9H5,I6L9H5
Q6IC76,Q6IC76
Q6ISN8,Q6ISN8
Q6UUU9,Q6UUU9
Q6ZYC0,Q6ZYC0
Q71RD4,Q71RD4
A0A1C3PHG5,A0A1C3PHG5
A0A1C3PHL6,A0A1C3PHL6
A0A1C8DTG8,A0A1C8DTG8
A0A1D6ZRR5,A0A1D6ZRR5
A0A288QF07,A0A288QF07
A0A292G1H1,A0A292G1H1
A0A2H4FZN8,A0A2H4FZN8
A0A2P9ACB4,A0A2P9ACB4
A0A2P9ACD0,A0A2P9ACD0
A0A2P9AFM1,A0A2P9AFM1
A0A2P9AGT0,A0A2P9AGT0
A0A2P9AGT4,A0A2P9AGT4
A0A2P9AHF8,A0A2P9AHF8
A0A2P9AI10,A0A2P9AI10
